word,frequency,rate
せんべい,23,0.000
風靡,1,0.000
採れる,1,0.000
するする,1,0.000
終わろ,2,0.000
民俗,2,0.000
ロール・プレイ,1,0.000
欲しかっ,17,0.000
掘っ,6,0.000
入れ込み,1,0.000
魅了,5,0.000
付け根,1,0.000
強か,1,0.000
金色,3,0.000
広々,1,0.000
ぐつみたいでとか,1,0.000
落款,1,0.000
ババ,1,0.000
むさぼる,1,0.000
ひっつく,2,0.000
高松,1,0.000
演劇,2,0.000
ほじくっ,1,0.000
やめろ,9,0.000
ゃったからってことで,1,0.000
こなさ,1,0.000
大学院,81,0.000
炭,6,0.000
閉じ,5,0.000
ベストセラー,2,0.000
優香,1,0.000
年々,2,0.000
コインロッカー,1,0.000
一部分,1,0.000
結婚式,50,0.000
まるっきり,6,0.000
ごちそう,14,0.000
ゆう,102,0.000
便秘,7,0.000
エスプレッソ,1,0.000
格段,1,0.000
ボックス,12,0.000
反動,3,0.000
張り上げ,3,0.000
違反,3,0.000
網状,1,0.000
慣れれ,1,0.000
夜行,4,0.000
下水道,1,0.000
建,1,0.000
よっしゃ,8,0.000
伎見,1,0.000
いわく,14,0.000
下りれ,2,0.000
岩国,3,0.000
カチッ,1,0.000
類,7,0.000
カチョッ,1,0.000
びついてきちゃってさ,1,0.000
アルツハイマー,10,0.000
現地,7,0.000
空家,1,0.000
旭丘,1,0.000
様式,11,0.000
イモムシ,1,0.000
空手,9,0.000
断る,10,0.000
虎ノ門,1,0.000
フィッシュ・アンド・チップス,3,0.000
雇わ,3,0.000
意義,4,0.000
動物,90,0.000
新幹線,33,0.000
練っ,2,0.000
一喜一憂,1,0.000
茅ヶ崎,3,0.000
戻し,19,0.000
てんぷら,2,0.000
ファンク,1,0.000
びっ,1,0.000
ドボーン,1,0.000
なくす,4,0.000
上下,4,0.000
さん,2410,0.002
ことに,7,0.000
読売新聞,2,0.000
枯葉,9,0.000
推理,4,0.000
塊,1,0.000
パイン,2,0.000
はしたない,3,0.000
なかっ,1651,0.001
割,23,0.000
荒い,8,0.000
ぐれ,2,0.000
注い,1,0.000
火葬,1,0.000
ガラーッ,1,0.000
おっかさん,1,0.000
オオバコ,6,0.000
消しゃ,1,0.000
カツ,7,0.000
理事,6,0.000
安置,1,0.000
にくく,5,0.000
Ｗｈａｔ,2,0.000
体験,13,0.000
帰ら,20,0.000
パカパカ,7,0.000
得,30,0.000
決着,1,0.000
はにかん,1,0.000
母校,1,0.000
スローガン,3,0.000
温泉,45,0.000
タチヤ,2,0.000
叔父,1,0.000
係長,1,0.000
Ｆｅｔｃｈ,1,0.000
役柄,2,0.000
奉仕,1,0.000
ひえ,5,0.000
野村,1,0.000
お下げ,5,0.000
きき,1,0.000
ふき,12,0.000
八頭身,1,0.000
穂積,2,0.000
兼,2,0.000
むも,1,0.000
肺がん,1,0.000
願い,2,0.000
マーライオンタワー,2,0.000
きつね,1,0.000
もらい,42,0.000
はん,33,0.000
背後,1,0.000
フォ,1,0.000
コク,1,0.000
お年,7,0.000
ブックカ,1,0.000
値踏み,1,0.000
タニシ,2,0.000
光源氏,2,0.000
サンジェルマン・デ・プレ,1,0.000
自薦,4,0.000
やらかす,1,0.000
ポン酢,5,0.000
明かり,10,0.000
こう頭,1,0.000
エジプト,11,0.000
ｅｘｔｅｎｓｉｏｎ,1,0.000
ひきとり,1,0.000
確率,6,0.000
炭水化物,1,0.000
ありあわせ,1,0.000
あした,21,0.000
ラ・ペーシェ,1,0.000
開けろ,1,0.000
いばら,1,0.000
Ｔシャツ,11,0.000
驚く,5,0.000
ぱりかつぜつの,1,0.000
しょっぱい,2,0.000
おじさん,66,0.000
切り上げる,1,0.000
ひっぱっ,11,0.000
中卒,1,0.000
ちまた,1,0.000
困難,1,0.000
生っ,5,0.000
ざとかもしんないってことになって,1,0.000
ビシバシ,1,0.000
うふふ,1,0.000
ドラコ・マルフォイ,2,0.000
やけん,1,0.000
ふとっ,1,0.000
当局,2,0.000
新型,2,0.000
仮住まい,1,0.000
ける,16,0.000
半々,3,0.000
そびれ,4,0.000
輪切り,2,0.000
つか,54,0.000
十,109,0.000
赴任,9,0.000
虫歯,6,0.000
多義,1,0.000
弾き,3,0.000
ソーッ,1,0.000
ロースクール,1,0.000
てきめん,1,0.000
ナッツ,7,0.000
もろい,3,0.000
つぎ,2,0.000
使お,8,0.000
待ち時間,5,0.000
エンブレム,4,0.000
早生,3,0.000
お辞儀,2,0.000
にんじん,4,0.000
丸かっ,1,0.000
ミュージカル,2,0.000
あた,6,0.000
首位,1,0.000
ゴジゴジ,1,0.000
050,15,0.000
キチ,2,0.000
松浦,2,0.000
外し,13,0.000
予防,3,0.000
プワーッ,1,0.000
フレーズ,5,0.000
どおり,17,0.000
闘う,1,0.000
Ｌｉｔｔｌｅ,1,0.000
撮ら,9,0.000
重役,5,0.000
虐殺,3,0.000
ジュウニヒトエ,1,0.000
モネ,2,0.000
たけん,1,0.000
ロッテリア,4,0.000
かわいそう,86,0.000
伸ばそ,1,0.000
ステーキ,9,0.000
ゃいけないじゃん,2,0.000
濁り,1,0.000
なるし,13,0.000
漢方薬,6,0.000
取材,2,0.000
賞,30,0.000
アフリカ,5,0.000
決して,12,0.000
リオハ,1,0.000
ぴちゃぴちゃ,2,0.000
鈍い,1,0.000
具合,25,0.000
倒し,6,0.000
イルフェ・ボー,1,0.000
心掛け,1,0.000
塩気,3,0.000
田島,1,0.000
有賀,2,0.000
どど,1,0.000
見つけ,41,0.000
たかっ,110,0.000
なき,111,0.000
モックン,3,0.000
芝浦,1,0.000
里帰り,2,0.000
アポロ・サーティーン,2,0.000
龍,6,0.000
ＣＭ,23,0.000
ゃべるかすごい,1,0.000
アーク,2,0.000
ゅきゅきゅきゅきゅ,1,0.000
騒い,7,0.000
通常,2,0.000
学位,3,0.000
波動,3,0.000
ポルグラ,2,0.000
ウズベキスタン,4,0.000
紙袋,12,0.000
プロテクション,1,0.000
ほしく,7,0.000
下段,2,0.000
来る,415,0.000
コーデュロイ,1,0.000
シンデレラ,9,0.000
手さげ,1,0.000
不,13,0.000
賃貸,1,0.000
踏ん張っ,1,0.000
境地,1,0.000
いらっしゃれ,1,0.000
ほれ,21,0.000
ベビー,5,0.000
映画,229,0.000
ひかる,2,0.000
採算,2,0.000
サクサク,2,0.000
切ん,1,0.000
知らん顔,8,0.000
しょうゆ,27,0.000
利用,17,0.000
シルバー,6,0.000
感度,1,0.000
桑名,1,0.000
就い,1,0.000
ｏｆｆ,2,0.000
謝金,2,0.000
義務,2,0.000
有効,3,0.000
出向い,1,0.000
ひょっとしたら,5,0.000
違え,2,0.000
支え,2,0.000
アリー・マイラブ,3,0.000
冷やさ,1,0.000
スター・ウォーズ,2,0.000
キッ,1,0.000
じゃっ,45,0.000
ゴールド,5,0.000
ぺたんぺたんってなるやつ,1,0.000
ぐうたら,10,0.000
逆らわ,1,0.000
ゃいけないっていうのありますよね,1,0.000
ボイパ,1,0.000
膨大,1,0.000
真っすぐ,8,0.000
沢,4,0.000
叩く,3,0.000
ウィメンズ,2,0.000
はれ,12,0.000
セクション,6,0.000
もっぱら,7,0.000
まんま,65,0.000
Ｏｖｅｒ,2,0.000
背景,9,0.000
文章,34,0.000
ひとまず,2,0.000
推さ,1,0.000
こぎ,3,0.000
アセラ,2,0.000
マット,9,0.000
ぼろく,2,0.000
向かい側,2,0.000
材,4,0.000
出しゃ,1,0.000
ニコラス・ケイジ,22,0.000
ダビンチ,2,0.000
できる,563,0.000
ごはん,84,0.000
紙面,1,0.000
杉林,2,0.000
ぽっかぽか,1,0.000
発売,6,0.000
ボヤージ,1,0.000
つきあっ,25,0.000
新大阪,2,0.000
英国,1,0.000
しげ,1,0.000
マクゴナガル,1,0.000
おわん,1,0.000
かけよっ,1,0.000
異国,4,0.000
ラジエーター,1,0.000
何だか,34,0.000
直進,1,0.000
おなり,1,0.000
錯覚,3,0.000
搬送,1,0.000
伴っ,1,0.000
ゃんこれどうやってやんのとかいって,1,0.000
らしく,61,0.000
給,4,0.000
ホワーイ,2,0.000
ストレ,1,0.000
ゅの,1,0.000
マーマレード,2,0.000
ゃなんないからその,1,0.000
じいちゃん,12,0.000
チー,5,0.000
ゃなんないじゃん,1,0.000
入門,2,0.000
触診,1,0.000
すえ,2,0.000
お尋ね,1,0.000
089,4,0.000
ゃいけないっていう,1,0.000
りつ,2,0.000
お忙しい,6,0.000
父様,6,0.000
とりゃ,5,0.000
谷中,1,0.000
不信,4,0.000
売る,24,0.000
キュウリ,9,0.000
数学,29,0.000
休み休み,1,0.000
ケチケチ,1,0.000
ネー,1,0.000
読み書き,1,0.000
はまら,2,0.000
背伸び,1,0.000
青,36,0.000
たらしく,1,0.000
ありがたい,24,0.000
末摘花,1,0.000
投げかけ,1,0.000
はるばる,2,0.000
ウォーターボーイズ,2,0.000
継ぐ,5,0.000
主,23,0.000
国文学,2,0.000
こげ,4,0.000
特別,43,0.000
都茂,1,0.000
ワニ,3,0.000
豪快,1,0.000
落書き,3,0.000
ゴダード,4,0.000
大久保,1,0.000
遺跡,7,0.000
ＨＩＢ,1,0.000
買えよ,1,0.000
さぼる,5,0.000
ナ,2,0.000
強し,1,0.000
首都,5,0.000
ぷっぷ,1,0.000
さかのぼっ,3,0.000
コグニティブ・グラマー,1,0.000
した,1,0.000
派手,6,0.000
未,2,0.000
ヘーゼルナッツアンドモカ,1,0.000
アーティクル,1,0.000
かび,8,0.000
遺産,13,0.000
ゴソゴソ,1,0.000
ドュー・ピアノ,1,0.000
心強い,2,0.000
ブレンド,2,0.000
引っ張る,1,0.000
お,2599,0.002
何で,240,0.000
法要,1,0.000
入試,22,0.000
ｗｉｌｌ,1,0.000
硬く,4,0.000
顔,329,0.000
戻れ,8,0.000
関西学院大学,1,0.000
真似,3,0.000
かわり,12,0.000
ゃべってるかなんかわかんないでしょう,1,0.000
張れ,2,0.000
過ごせる,2,0.000
述,1,0.000
うめ,5,0.000
問う,2,0.000
ヤク,1,0.000
ピッコロ,2,0.000
尊厳,2,0.000
ＯＨＰ,1,0.000
洗剤,5,0.000
ごそごそ,8,0.000
隣り,4,0.000
切り替わっ,2,0.000
開き直れ,1,0.000
102,3,0.000
ピンク色,4,0.000
訂正,7,0.000
ざっくばらん,2,0.000
うとかっ,1,0.000
据え置き,1,0.000
見,1692,0.001
ウニ,4,0.000
ビーフ,5,0.000
役者,3,0.000
ゃべってるからわかんないからいいよって,1,0.000
立山,4,0.000
好意,1,0.000
徳,4,0.000
おそろい,3,0.000
古く,18,0.000
マスターズ,2,0.000
一声,1,0.000
ふさわしく,2,0.000
か細い,2,0.000
格闘,1,0.000
東大,9,0.000
不正,1,0.000
アユタヤ,1,0.000
ササーッ,1,0.000
多く,64,0.000
喜ん,52,0.000
重要,18,0.000
など,7,0.000
シチリア,4,0.000
絹,2,0.000
扱わ,1,0.000
ＮＯＶＡ,1,0.000
測定,1,0.000
頑張ん,6,0.000
アントニオ,4,0.000
公演,3,0.000
改編,1,0.000
上目遣い,9,0.000
コーデ,3,0.000
空襲,7,0.000
フォワード,6,0.000
ぴら,4,0.000
シュリック,2,0.000
訳さ,4,0.000
応用,20,0.000
ブルノーブル,2,0.000
入,7,0.000
稼ぎ,8,0.000
ツリー,2,0.000
冷,1,0.000
仲良,3,0.000
かか,6,0.000
ミッショナリー,1,0.000
視野,1,0.000
掘り下げる,1,0.000
ふっ飛ん,1,0.000
部族,2,0.000
この,1599,0.001
だし,164,0.000
あいまい,7,0.000
転がり,1,0.000
合わ,50,0.000
ドサッ,2,0.000
日泰寺,2,0.000
盗ら,1,0.000
背骨,1,0.000
みごと,1,0.000
始まり,16,0.000
テレコ,1,0.000
全面,1,0.000
破裂,2,0.000
待っ,250,0.000
やり,247,0.000
新年,11,0.000
倍速,2,0.000
法学,1,0.000
良,4,0.000
ゃべんなきゃいけないんだよ,1,0.000
炭鉱,1,0.000
履い,6,0.000
吉本,2,0.000
修学旅行,10,0.000
やっかい,4,0.000
レグナム,2,0.000
好み,21,0.000
073,10,0.000
燃やし,1,0.000
潤滑,2,0.000
突出,1,0.000
まめ,11,0.000
キャリーオン,1,0.000
和菓子,12,0.000
ぱりそれにとらわれてるとか,1,0.000
神様,6,0.000
ネックレス,5,0.000
味わっ,5,0.000
爆発,8,0.000
菌類,1,0.000
移ろい,1,0.000
仕打ち,1,0.000
ひな,20,0.000
付け足し,1,0.000
ＦＵＪＩＹＡＭＡ,3,0.000
いたって,1,0.000
ウサギ,49,0.000
ぺちゃってなってるやつ,1,0.000
アメーリカ,1,0.000
060,4,0.000
遠足,6,0.000
グルグル,1,0.000
はかん,1,0.000
ソープ,1,0.000
フィリピン,5,0.000
状,12,0.000
オセロ,12,0.000
待合室,3,0.000
勘九郎,2,0.000
鉄火,3,0.000
シャイ,3,0.000
悲しむ,1,0.000
出来事,7,0.000
おこなっ,1,0.000
光り物,2,0.000
残そ,1,0.000
もっと,365,0.000
丈夫,6,0.000
うっかり,3,0.000
ローザンヌ,3,0.000
視線,7,0.000
響き,3,0.000
待たさ,1,0.000
こまやか,1,0.000
跳ね上がっ,1,0.000
ＦＡＳＴ,2,0.000
桑島,3,0.000
機械,48,0.000
仙台,16,0.000
インタ,1,0.000
リョウ,2,0.000
この上ない,2,0.000
渋,1,0.000
でこぼこ,1,0.000
高,76,0.000
渡す,10,0.000
規模,6,0.000
消費,23,0.000
一段落,1,0.000
忙しく,31,0.000
修正,3,0.000
情けな,1,0.000
引っ張り,1,0.000
すれ違う,1,0.000
確か,421,0.000
飲ま,48,0.000
響く,11,0.000
思いこん,1,0.000
コギャル,2,0.000
硬め,1,0.000
私大,6,0.000
砦,1,0.000
シティ,4,0.000
測る,6,0.000
しゅよう,2,0.000
大雪,7,0.000
いきま,2,0.000
取りかかる,1,0.000
勝て,5,0.000
妙,16,0.000
賃,2,0.000
ワッ,3,0.000
訪ね,2,0.000
柿の木,1,0.000
がちゃがちゃ,1,0.000
ゅってね,2,0.000
防腐,1,0.000
９月,39,0.000
重,14,0.000
スロット,5,0.000
収縮,5,0.000
総長,6,0.000
ビロード,2,0.000
向っ,2,0.000
うて,1,0.000
キリスト,13,0.000
プリンター,11,0.000
チボリ,1,0.000
受け付ける,2,0.000
通り越し,1,0.000
いわば,1,0.000
大声,1,0.000
グニグニ,1,0.000
踊っ,25,0.000
つぶっ,2,0.000
大正,2,0.000
ＬＵＮＡ,3,0.000
ワイナリー,5,0.000
読め,48,0.000
茶わん,8,0.000
入れ替わっ,2,0.000
だけれ,1,0.000
ブリア・サバラン,2,0.000
かゆ,2,0.000
湯葉,3,0.000
興行,1,0.000
横浜,42,0.000
リタイア,8,0.000
師走,2,0.000
ぁみりこ,1,0.000
ゲーセン,4,0.000
高原,3,0.000
廃虚,2,0.000
修業,4,0.000
またし,1,0.000
音引き,1,0.000
撮ん,5,0.000
写ら,1,0.000
小５,3,0.000
貧,3,0.000
学期,15,0.000
縛ら,2,0.000
あどけない,1,0.000
体質,7,0.000
思い返せ,1,0.000
ず,187,0.000
脳しゅよう,2,0.000
むっかつくよね,1,0.000
こみ,5,0.000
殺害,1,0.000
デイサービス,3,0.000
墓参り,1,0.000
遊ぶ,30,0.000
いり,7,0.000
ヘッド・オブ・ザ・ディパートメント,1,0.000
涼しく,4,0.000
断り,7,0.000
飼わ,1,0.000
ゅくちゅうことで,1,0.000
飲まし,1,0.000
行き,434,0.000
混ん,37,0.000
１月,89,0.000
わたし,784,0.001
スタローン,2,0.000
博士,42,0.000
よほど,1,0.000
大した,42,0.000
たらしくっ,2,0.000
畳ん,1,0.000
厚み,1,0.000
燃焼,4,0.000
フォー・ピープル,2,0.000
開拓,2,0.000
乾い,6,0.000
大福,3,0.000
伺い,8,0.000
しそ,1,0.000
カエル,3,0.000
稲荷,1,0.000
せわしなくっ,1,0.000
けん,19,0.000
つよーい,1,0.000
近かっ,7,0.000
近ごろ,2,0.000
農業,2,0.000
ウィーン,4,0.000
利尻島,1,0.000
原点,1,0.000
ハード,10,0.000
浪人,10,0.000
なにせ,4,0.000
休める,5,0.000
坊や,4,0.000
アインシュタイン,1,0.000
げろ,4,0.000
個性,6,0.000
わりあい,3,0.000
一拍,1,0.000
学習,34,0.000
集まろ,3,0.000
任し,4,0.000
ＤＯＳ,4,0.000
同化,1,0.000
ぎるっていうだけなんじゃないかな,1,0.000
追い込ま,1,0.000
崩し,5,0.000
ビルジング,1,0.000
付録,1,0.000
ピカチュウ,1,0.000
気がつい,13,0.000
きつく,7,0.000
おのおの,1,0.000
おとなしかっ,2,0.000
うっ,72,0.000
一生,39,0.000
学籍,1,0.000
とれる,9,0.000
グロッタ・アズーラ,1,0.000
まち,17,0.000
剃り,1,0.000
任せろ,1,0.000
いただけれ,2,0.000
浮かぶ,8,0.000
通え,5,0.000
つまり,27,0.000
見学,17,0.000
育成,1,0.000
ふい,10,0.000
協力,16,0.000
チュー,2,0.000
あび,3,0.000
白地図,1,0.000
巻物,1,0.000
いまひとつ,1,0.000
姫路,6,0.000
カルディナ,3,0.000
即し,5,0.000
解い,1,0.000
邦画,9,0.000
よく,1018,0.001
一緒,609,0.000
影響,34,0.000
姫路工,1,0.000
サー,6,0.000
目指そ,1,0.000
ぎやかにいっぱいつける,1,0.000
ブイ,1,0.000
西風,1,0.000
メモ,22,0.000
はりつい,1,0.000
アイディア,9,0.000
歴代,1,0.000
純粋,3,0.000
き,1565,0.001
乗り,39,0.000
ブラウス,2,0.000
現実,34,0.000
封,3,0.000
ぐおなかいっぱいになっちゃうもんで,1,0.000
神宮前,2,0.000
当たりさわり,4,0.000
シェア,10,0.000
欲しく,14,0.000
軌道,1,0.000
信念,3,0.000
目元,2,0.000
太っちょ,1,0.000
呼称,1,0.000
方式,13,0.000
洗いざらい,1,0.000
親元,2,0.000
足並み,1,0.000
継げ,2,0.000
ゃいけないのっていうのがさ,1,0.000
とことん,2,0.000
腐る,1,0.000
ｎｉｃｏｌａ,3,0.000
おすすめ,1,0.000
いただき,97,0.000
ひっきりなし,1,0.000
ほぼ,17,0.000
主人,86,0.000
副作用,11,0.000
仮説,3,0.000
広がり,4,0.000
ギザギザ,1,0.000
小島,1,0.000
エッセイ,1,0.000
帯広,2,0.000
ちっちゃく,12,0.000
スト,3,0.000
ドールチェ,1,0.000
ステューデント,1,0.000
引き止め,1,0.000
関税,1,0.000
硬い,11,0.000
醤油,4,0.000
カフェドルパン,1,0.000
つかめ,1,0.000
ピッツァ,2,0.000
乗り越え,5,0.000
大奥,1,0.000
痴呆,2,0.000
消防,1,0.000
ビフィズス,2,0.000
針,10,0.000
コムサ・デ・モード,1,0.000
吾郎,2,0.000
激怒,1,0.000
ぶ,47,0.000
デ,11,0.000
三枝子,6,0.000
機敏,1,0.000
Ｏ,133,0.000
素晴らしい,1,0.000
縦列,3,0.000
本通り,1,0.000
ピルンピルン,1,0.000
はじめ,28,0.000
ボルボ,1,0.000
真っ直ぐ,2,0.000
診,15,0.000
徒歩,1,0.000
弾丸,1,0.000
フリ,3,0.000
組み立て,5,0.000
胸元,1,0.000
最悪,54,0.000
たけ,20,0.000
それなり,51,0.000
ハロ,4,0.000
つきまとう,1,0.000
アヘン,2,0.000
アミノ酸,3,0.000
手近,1,0.000
角度,9,0.000
してやろ,1,0.000
デジカメ,15,0.000
かよ,2,0.000
プリセプター,5,0.000
摘み,1,0.000
おいしけれ,1,0.000
オーバー,7,0.000
カマキリ,9,0.000
さみしくっ,2,0.000
おっかなく,2,0.000
ウチウキ,1,0.000
修理,7,0.000
高校,225,0.000
そく,1,0.000
保健,6,0.000
かち,4,0.000
かんじ,6,0.000
チェキラー,2,0.000
トゥス,1,0.000
ラックス,2,0.000
かね,172,0.000
年取り,1,0.000
ロード,14,0.000
複雑,4,0.000
ラブシーン,1,0.000
装備,3,0.000
ひっくり返っ,12,0.000
工務,1,0.000
アドネナリン,1,0.000
親切,27,0.000
盗め,2,0.000
遠のい,1,0.000
スコア,3,0.000
柴崎,2,0.000
触り,2,0.000
037,26,0.000
大通り,5,0.000
シュウエップ,1,0.000
ピロピロピロ,1,0.000
女房,3,0.000
笑わせ,3,0.000
ょっとあとでとかって,1,0.000
贈っ,1,0.000
透け,3,0.000
すずめ,1,0.000
つかい,1,0.000
韓国,230,0.000
用宗,3,0.000
鐘,9,0.000
柳,1,0.000
外交,6,0.000
大抵,9,0.000
レモンプラスオレンジ,1,0.000
グッフィーチョ,1,0.000
相談,35,0.000
分布,4,0.000
太平洋,4,0.000
へんてこ,2,0.000
直筆,1,0.000
ペー,1,0.000
餃子,1,0.000
バアー,1,0.000
ひし形,1,0.000
悲しかっ,6,0.000
シンドローム,1,0.000
さあー,9,0.000
ｔｈｅ,7,0.000
難い,1,0.000
新興,1,0.000
宇多田,1,0.000
教壇,1,0.000
か所,13,0.000
バナナ,15,0.000
罰金,2,0.000
ポインター,1,0.000
折り返す,1,0.000
おもう,1,0.000
ょっとできてるぐらいっていうのはね,1,0.000
メンタリティ,1,0.000
口,107,0.000
！,5,0.000
大きくっ,1,0.000
山口,13,0.000
年頃,7,0.000
点心,1,0.000
ひじき,3,0.000
都城,3,0.000
超,178,0.000
ＯＤＡ,1,0.000
住みつい,2,0.000
グランドキャニオン,2,0.000
封鎖,2,0.000
ＩＲ,15,0.000
進学校,4,0.000
模試,2,0.000
厚い,13,0.000
獣医,24,0.000
労力,2,0.000
実在,1,0.000
本当,386,0.000
ょうってったら,2,0.000
連携,1,0.000
中華航空,3,0.000
従事,1,0.000
カンデラ,2,0.000
見張り,1,0.000
大使館,2,0.000
アクアデミック,1,0.000
ウォーフ・サピア,2,0.000
コリー,3,0.000
在外,1,0.000
部所,1,0.000
ＬＬ,6,0.000
陰陽,10,0.000
絡まっ,2,0.000
ギクッ,1,0.000
料理,166,0.000
のみ,12,0.000
面,32,0.000
不備,1,0.000
こっそり,7,0.000
しびれ,12,0.000
公衆,2,0.000
危な,5,0.000
ザクザク,1,0.000
料っ,1,0.000
シュルシュルシュルシュル,1,0.000
書き取り,1,0.000
ゆえに,1,0.000
わかん,834,0.001
国会,1,0.000
移民,1,0.000
言い争う,1,0.000
まね,18,0.000
ライトアップ,1,0.000
真上,1,0.000
チョコボ,1,0.000
バロン,1,0.000
けち,4,0.000
Ｋｉｄｓ,1,0.000
軽くっ,1,0.000
ジャケットポテ,1,0.000
食生活,2,0.000
気分,51,0.000
薄め,4,0.000
着ぶくれ,3,0.000
東山線,1,0.000
育て,30,0.000
功利,1,0.000
小屋,6,0.000
クチュ,2,0.000
飼う,6,0.000
ばかばかしい,2,0.000
ストライプ,6,0.000
三橋,1,0.000
スコーン,3,0.000
交わる,1,0.000
腹,19,0.000
たせ,2,0.000
025,5,0.000
ベッラーメ,1,0.000
004,86,0.000
門限,1,0.000
気まま,1,0.000
走,2,0.000
まずい,64,0.000
おこ,19,0.000
定期,24,0.000
出張,20,0.000
源,8,0.000
入院,22,0.000
キャスト,6,0.000
湘南,8,0.000
アンティーク,2,0.000
移動,41,0.000
料金,18,0.000
長方形,1,0.000
＝,2,0.000
お過ごし,1,0.000
ビデオテープ,1,0.000
盛り上がり,1,0.000
らし,43,0.000
シラス,1,0.000
尿,2,0.000
ひろみ,1,0.000
隣人,1,0.000
ガリガリ,3,0.000
富士急,3,0.000
記者,5,0.000
非,9,0.000
人語,4,0.000
ヒール,4,0.000
大勢,11,0.000
滞在,6,0.000
ひしょう,1,0.000
肉親,1,0.000
道中,1,0.000
びょ,1,0.000
ここ,938,0.001
決勝,2,0.000
ゃいけないっていうんで,2,0.000
妖怪,2,0.000
美紀,5,0.000
アズバ,1,0.000
ためらい,1,0.000
言え,227,0.000
ｃｏｎｃｅｒｎ,1,0.000
ノーンノンノン,1,0.000
藤,6,0.000
どよめい,1,0.000
れんが,2,0.000
射し,1,0.000
忙しい,100,0.000
アクセント,26,0.000
刀,4,0.000
緑地,1,0.000
信金,1,0.000
母性,4,0.000
ゆず,3,0.000
慣れる,11,0.000
バスケ,7,0.000
短縮,4,0.000
チョウ,9,0.000
ハイエナ,1,0.000
発想,7,0.000
健三郎,2,0.000
ペイ,1,0.000
うら,2,0.000
上等,6,0.000
うだっ,3,0.000
置か,17,0.000
創作,5,0.000
職人,5,0.000
キック,1,0.000
本箱,5,0.000
オリジン,2,0.000
ケアンズ,13,0.000
付く,9,0.000
ワンルーム,3,0.000
どら,1,0.000
背広,6,0.000
線,60,0.000
いたく,5,0.000
小枝,1,0.000
揃っ,1,0.000
曲がろ,2,0.000
ヤマダ電機,3,0.000
中点,1,0.000
愚痴,1,0.000
歌舞,1,0.000
きっかり,1,0.000
聞きにくかっ,1,0.000
鉄道,1,0.000
ｃｏｂａ,1,0.000
トレック,1,0.000
書き直し,3,0.000
気配,3,0.000
起きあがれる,1,0.000
Ｕターン,1,0.000
ちくちく,3,0.000
誘導,1,0.000
苦情,2,0.000
従っ,1,0.000
変え,93,0.000
きつい,52,0.000
もうける,2,0.000
そば,78,0.000
ヒルトン,1,0.000
作品,15,0.000
水子,1,0.000
マッカーサー,1,0.000
まずかっ,12,0.000
田園,3,0.000
ばったり,2,0.000
面倒臭い,1,0.000
押し出し,1,0.000
カルスタ,3,0.000
られ,432,0.000
ゃべっててもだ,1,0.000
斎,1,0.000
ＭＩＴ,1,0.000
出くわし,1,0.000
秒,39,0.000
嫌がら,2,0.000
足りる,2,0.000
なんば,1,0.000
キーホルダー,1,0.000
右,68,0.000
名駅,8,0.000
卵,56,0.000
はけ,7,0.000
進化,2,0.000
デリカ,1,0.000
機能,27,0.000
プリント,18,0.000
都市,5,0.000
グランド,7,0.000
でかい,22,0.000
メカニカル,1,0.000
ゃらごっちょで,1,0.000
つまん,3,0.000
言い出しっぺ,1,0.000
お湯,28,0.000
すっ飛ん,3,0.000
ほっ,23,0.000
ひね,4,0.000
内宮,1,0.000
アキコ,4,0.000
サクレクール,4,0.000
下回っ,1,0.000
昨日今日,1,0.000
ｍａｎｅｕｖｅｒａｂｉｌｉｔｙ,1,0.000
ニンジン,11,0.000
歩か,8,0.000
穏やか,9,0.000
遭わ,2,0.000
もっか,2,0.000
低迷,1,0.000
アジェージュ,1,0.000
足代,4,0.000
プレミアム,4,0.000
母親,38,0.000
ぶり,24,0.000
黒柳,3,0.000
かぶら,3,0.000
お客,57,0.000
ぺりってなってたから,1,0.000
ＡＢＢＡ,2,0.000
マッチ,5,0.000
除雪,7,0.000
御所,6,0.000
かぶ,1,0.000
じわりじわり,1,0.000
横切る,1,0.000
いらっしゃる,49,0.000
オーケー,6,0.000
インボランタリー,3,0.000
ライチ,1,0.000
ごぼう,2,0.000
服部,5,0.000
リバー,2,0.000
主婦,30,0.000
おじいさん,20,0.000
たいし,4,0.000
ピザ,11,0.000
籠,1,0.000
ｌｉｎｇｕｉｓｔｉｃｓ,3,0.000
なおのこと,1,0.000
眼科,1,0.000
一般人,2,0.000
身の回り,3,0.000
古び,1,0.000
眠っ,4,0.000
物語,27,0.000
演出,3,0.000
祖父,4,0.000
ジョシュ・ハートネット,2,0.000
バク,4,0.000
居住,127,0.000
きちんと,28,0.000
アンティバイオティックス,1,0.000
さそっ,3,0.000
替わっ,10,0.000
覚える,27,0.000
アプローチ,9,0.000
重ね,8,0.000
Ｅｍａｃｓ,1,0.000
ーナポリターナ,1,0.000
トレンディードラマ,1,0.000
欠,1,0.000
窓口,2,0.000
情緒,2,0.000
しぼる,1,0.000
モデム,1,0.000
山椒,3,0.000
寄宿,1,0.000
やじ馬,1,0.000
押し,49,0.000
チャン,8,0.000
ふわふわ,6,0.000
たたま,3,0.000
泊り,1,0.000
ふふふ,15,0.000
ドーン,5,0.000
着信,5,0.000
浅草,2,0.000
プライバシー,8,0.000
もさ,32,0.000
漢文,9,0.000
しょっちゅう,41,0.000
美穂,5,0.000
訴え,12,0.000
